"","EventID","ProjectID","Project_Name","LocationID","Site_Name","ISO_Country","Order","Family","Seabird_Name","Sci_Name","SpeciesAutoID","IUCNstat","Social_Attraction","SA_Status","Social_Attraction_Start","Social_Attraction_End","Translocation","Trans_Stat","Translocation_Start","Translocation_End","SA_Implementation","Trans_Implementation","Visitation_PreOperation","Visitation_Operation","Visitation_Yr1_SinceOperation","Breeding_PreOpCat","Breeding_PostOpCat","Breeding_Yr1","Breeding_YrLast","Breeding_Data_Yr","Stimuli_Attraction","Visitation_Translocation","Breeding_Translocated","Family_Common","Reintroductions","method","method_simpl","AllStartYr","AllEndYr","Allduration","SA_duration","Trans_duration","TimeSinceStart","stat_all","Latitude","Longitude","ISO3","Artificial_Location","Island_Mainland","Sensitive","Grouped_Sites","Invasive_Animals","Invasive_Animal_Management","Problematic_Native_Animals","Problematic_Native_Animal_Management","Lead_Organization","Primary_Justification","JustSimple","Legal_Mandate","Community_Engagement","Research","Restore_Ecosystem_Function","Species_Conservation","Other","Unknown","Justification_Other","Threat_Reduction_Justification_Primary","Threat_Reduction_Justification_Secondary","Project_Goal","Number_Target_Species","Data_Quality","References"
"237",258,139,"Riou Archipelago Seabird Restoration",173,"Plane Island","FR","Procellariiformes","Hydrobatidae","European Storm-petrel","Hydrobates pelagicus",841,"LC",TRUE,"Complete",2005,2007,FALSE,"None",NA,NA,"Partially Achieved",NA,"Yes","Yes",2005,"0","0",NA,NA,2013,"No",NA,NA,"Storm-petrels","Reintroduction","Social_Attraction","Social Attraction",2005,2007,2,2,NA,16,"Complete",43.18754,5.386063,"FRA","No","Island",FALSE,FALSE,"No","Complete","Yes","Unknown","CEEP Marseille","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"Invasive Species","Problematic Native Species","ensure the conservation of existing seabirds colonies of community interest in the Marseille islands; restore favorable conditions to the establishment of colonies on old occupied sites; promote population growth",3,1,"PIM. 2012. Mediterranean Storm Petrel: Updated state of knowledge and conservation of the nesting populations of the Mediterranean small islands. Monograph; CEEP. 2008. CONSERVATION DES POPULATIONS D’OISEAUX MARINS DES ÎLES DE MARSEILLE, Layman’s Report: March 2003 - December 2007. ; CEEP Marseille. 2007. Cahier de gestion des populations d’oiseaux marins des îles de Marseille."
"238",256,139,"Riou Archipelago Seabird Restoration",173,"Plane Island","FR","Procellariiformes","Procellariidae","Yelkouan Shearwater","Puffinus yelkouan",812,"VU",TRUE,"Complete",2004,2007,FALSE,"None",NA,NA,"Partially Achieved",NA,"Unknown","Unknown",NA,"0","0",NA,NA,2007,"No",NA,NA,"Shearwaters & Petrels","Reintroduction","Social_Attraction","Social Attraction",2004,2007,3,3,NA,17,"Complete",43.18754,5.386063,"FRA","No","Island",FALSE,FALSE,"No","Complete","Yes","Unknown","CEEP Marseille","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"Invasive Species","Problematic Native Species","ensure the conservation of existing seabirds colonies of community interest in the Marseille islands; restore favorable conditions to the establishment of colonies on old occupied sites; promote population growth",3,1,"CEEP Marseille. 2007. Cahier de gestion des populations d’oiseaux marins des îles de Marseille."
"239",254,139,"Riou Archipelago Seabird Restoration",174,"Petit Congloué Islet","FR","Procellariiformes","Procellariidae","Yelkouan Shearwater","Puffinus yelkouan",812,"VU",TRUE,"Complete",2004,2007,FALSE,"None",NA,NA,"Partially Achieved",NA,"Unknown","Unknown",NA,"0","0",NA,NA,2007,"No",NA,NA,"Shearwaters & Petrels","Reintroduction","Social_Attraction","Social Attraction",2004,2007,3,3,NA,17,"Complete",43.179042,5.396062,"FRA","No","Island",FALSE,FALSE,"No","Complete","Yes","Unknown","CEEP Marseille","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"Invasive Species","Problematic Native Species","ensure the conservation of existing seabirds colonies of community interest in the Marseille islands; restore favorable conditions to the establishment of colonies on old occupied sites; promote population growth",3,1,"CEEP Marseille. 2007. Cahier de gestion des populations d’oiseaux marins des îles de Marseille."
"240",251,139,"Riou Archipelago Seabird Restoration",174,"Petit Congloué Islet","FR","Procellariiformes","Procellariidae","Scopoli's Shearwater","Calonectris diomedea",884,"LC",TRUE,"Complete",2004,2007,FALSE,"None",NA,NA,"Partially Achieved",NA,"Yes","Yes",2004,"Breeding - Size Unknown","Breeding - Size Unknown",2005,2007,2007,"Yes",NA,NA,"Shearwaters & Petrels","Reinforcement","Social_Attraction","Social Attraction",2004,2007,3,3,NA,17,"Complete",43.179042,5.396062,"FRA","No","Island",FALSE,FALSE,"No","Complete","Yes","Unknown","CEEP Marseille","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"Invasive Species","Problematic Native Species","ensure the conservation of existing seabirds colonies of community interest in the Marseille islands; restore favorable conditions to the establishment of colonies on old occupied sites; promote population growth",3,1,"CEEP Marseille. 2007. Cahier de gestion des populations d’oiseaux marins des îles de Marseille."
"241",252,139,"Riou Archipelago Seabird Restoration",175,"Grand Congloué Islet","FR","Procellariiformes","Procellariidae","Scopoli's Shearwater","Calonectris diomedea",884,"LC",TRUE,"Complete",2004,2007,FALSE,"None",NA,NA,"Partially Achieved",NA,"Yes","Yes",2004,"Breeding - Size Unknown","Breeding - Size Unknown",2004,2007,2007,"No",NA,NA,"Shearwaters & Petrels","Reinforcement","Social_Attraction","Social Attraction",2004,2007,3,3,NA,17,"Complete",43.175972,5.401121,"FRA","No","Island",FALSE,FALSE,"No","Complete","Yes","Unknown","CEEP Marseille","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"Invasive Species","Problematic Native Species","ensure the conservation of existing seabirds colonies of community interest in the Marseille islands; restore favorable conditions to the establishment of colonies on old occupied sites; promote population growth",3,1,"CEEP Marseille. 2007. Cahier de gestion des populations d’oiseaux marins des îles de Marseille."
"242",257,139,"Riou Archipelago Seabird Restoration",175,"Grand Congloué Islet","FR","Procellariiformes","Hydrobatidae","European Storm-petrel","Hydrobates pelagicus",841,"LC",TRUE,"Complete",2005,2007,FALSE,"None",NA,NA,"Partially Achieved",NA,"Unknown","Unknown",NA,"0","0",NA,NA,2007,"No",NA,NA,"Storm-petrels","Reintroduction","Social_Attraction","Social Attraction",2005,2007,2,2,NA,16,"Complete",43.175972,5.401121,"FRA","No","Island",FALSE,FALSE,"No","Complete","Yes","Unknown","CEEP Marseille","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"Invasive Species","Problematic Native Species","ensure the conservation of existing seabirds colonies of community interest in the Marseille islands; restore favorable conditions to the establishment of colonies on old occupied sites; promote population growth",3,1,"CEEP Marseille. 2007. Cahier de gestion des populations d’oiseaux marins des îles de Marseille."
"243",255,139,"Riou Archipelago Seabird Restoration",175,"Grand Congloué Islet","FR","Procellariiformes","Procellariidae","Yelkouan Shearwater","Puffinus yelkouan",812,"VU",TRUE,"Complete",2004,2007,FALSE,"None",NA,NA,"Partially Achieved",NA,"Unknown","Unknown",NA,"0","0",NA,NA,2007,"No",NA,NA,"Shearwaters & Petrels","Reintroduction","Social_Attraction","Social Attraction",2004,2007,3,3,NA,17,"Complete",43.175972,5.401121,"FRA","No","Island",FALSE,FALSE,"No","Complete","Yes","Unknown","CEEP Marseille","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"Invasive Species","Problematic Native Species","ensure the conservation of existing seabirds colonies of community interest in the Marseille islands; restore favorable conditions to the establishment of colonies on old occupied sites; promote population growth",3,1,"CEEP Marseille. 2007. Cahier de gestion des populations d’oiseaux marins des îles de Marseille."
"244",272,139,"Riou Archipelago Seabird Restoration",176,"Riou Island","FR","Procellariiformes","Hydrobatidae","European Storm-petrel","Hydrobates pelagicus",841,"LC",TRUE,"Complete",2005,2007,FALSE,"None",NA,NA,"Partially Achieved",NA,"Unknown","Yes",2005,"0","0",NA,NA,2013,"No",NA,NA,"Storm-petrels","Reintroduction","Social_Attraction","Social Attraction",2005,2007,2,2,NA,16,"Complete",43.176008,5.386192,"FRA","No","Island",FALSE,FALSE,"Yes","Ongoing","Yes","Unknown","CEEP Marseille","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"Invasive Species","Problematic Native Species","ensure the conservation of existing seabirds colonies of community interest in the Marseille islands; restore favorable conditions to the establishment of colonies on old occupied sites; promote population growth",3,1,"PIM. 2013. Fact Sheet - Mediterranean Storm Petrel: Hydrobates pelagicus melitensis. ; PIM. 2012. Mediterranean Storm Petrel: Updated state of knowledge and conservation of the nesting populations of the Mediterranean small islands. Monograph; CEEP Marseille. 2007. Cahier de gestion des populations d’oiseaux marins des îles de Marseille."
"245",271,139,"Riou Archipelago Seabird Restoration",177,"Jarre Island","FR","Procellariiformes","Hydrobatidae","European Storm-petrel","Hydrobates pelagicus",841,"LC",TRUE,"Complete",2005,2007,FALSE,"None",NA,NA,"Partially Achieved",NA,"Yes","Yes",2005,"1 - 10","1 - 10",2005,2013,2013,"Yes",NA,NA,"Storm-petrels","Reinforcement","Social_Attraction","Social Attraction",2005,2007,2,2,NA,16,"Complete",43.197764,5.364584,"FRA","No","Island",FALSE,FALSE,"No","Complete","Yes","Unknown","CEEP Marseille","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"Invasive Species","Problematic Native Species","ensure the conservation of existing seabirds colonies of community interest in the Marseille islands; restore favorable conditions to the establishment of colonies on old occupied sites; promote population growth",3,1,"PIM. 2013. Fact Sheet - Mediterranean Storm Petrel: Hydrobates pelagicus melitensis. ; PIM. 2012. Mediterranean Storm Petrel: Updated state of knowledge and conservation of the nesting populations of the Mediterranean small islands. Monograph; CEEP. 2008. CONSERVATION DES POPULATIONS D’OISEAUX MARINS DES ÎLES DE MARSEILLE, Layman’s Report: March 2003 - December 2007. ; CEEP Marseille. 2007. Cahier de gestion des populations d’oiseaux marins des îles de Marseille."
"246",1099,140,"Seabird Social Attraction Projects at Channel Islands National Park",178,"Landing Cove","US","Charadriiformes","Alcidae","Scripps's Murrelet","Synthliboramphus scrippsi",895,"VU",TRUE,"Complete",2009,2011,FALSE,"None",NA,NA,"Achieved",NA,"No","Yes",2011,"0","Breeding - Size Unknown",2011,2021,2021,"Yes",NA,NA,"Auks","Reintroduction","Social_Attraction","Social Attraction",2009,2011,2,2,NA,12,"Complete",33.481368,-119.029901,"USA","No","Island",FALSE,TRUE,"No","None","Yes","None","Channel Islands National Park;California Institute for Environmental Studies","Legal Mandate","Active Restoration",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Invasive Species","restore seabird nesting habitat, attract seabirds to restored sites, and to remove non-native plants",1,1,"DuVall, A. 2021, Personal Communication; DuVall, A. 2018. Seabird Social Attraction Projects at Channel Islands National Park: Lessons Learned 2008-2017. Pacific Seabird Group Meeting Presentation"
"247",261,140,"Seabird Social Attraction Projects at Channel Islands National Park",178,"Landing Cove","US","Charadriiformes","Alcidae","Cassin's Auklet","Ptychoramphus aleuticus",696,"NT",TRUE,"Complete",2009,2011,FALSE,"None",NA,NA,"Achieved",NA,"Yes","Yes",2009,"0","0",2011,2013,2021,"Yes",NA,NA,"Auks","Reintroduction","Social_Attraction","Social Attraction",2009,2011,2,2,NA,12,"Complete",33.481368,-119.029901,"USA","No","Island",FALSE,TRUE,"No","None","Yes","None","Channel Islands National Park;California Institute for Environmental Studies","Legal Mandate","Active Restoration",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Invasive Species","restore seabird nesting habitat, attract seabirds to restored sites, and to remove non-native plants",1,1,"DuVall, A. 2021, Personal Communication; DuVall, A. 2018. Seabird Social Attraction Projects at Channel Islands National Park: Lessons Learned 2008-2017. Pacific Seabird Group Meeting Presentation; Howard, J. 2017. Scripps’s Murrelet and Cassin’s Auklet Reproductive Monitoring on Santa Barbara Island, California in 2015. ; Howard, J. 2015. Scripps's Murrelet and Cassin’s Auklet Reproductive Monitoring and Restoration Activities on Santa Barbara Island, California in 2014. ; Howard, J. 2014. Scripps’s Murrelet and Cassin’s Auklet Reproductive Monitoring and Restoration Activities on Santa Barbara Island, California in 2013. ; Harvey, L. 2014. Scripps’s Murrelet, Cassin’s Auklet, and Ashy Storm-Petrel Reproductive Monitoring and Restoration Activities on Santa Barbara Island, California in 2012. ; Harvey, L. 2013. Scripps’s Murrelet , Cassin’s Auklet , and Ashy Storm-Petrel Colony Monitoring and Restoration Activities on Santa Barbara Island, California in 2010-2011. ; Harvey, L. 2012. Scripps’s Murrelet Reproductive Performance on Santa Barbara Island, California in 2008-2009. ; Harvey, L. 2009. Alcid habitat restoration and Xantus's Murrelet nest monitoring on Santa Barbara Island, California in 2007."
"248",801,140,"Seabird Social Attraction Projects at Channel Islands National Park",179,"Orizaba Rock","US","Procellariiformes","Hydrobatidae","Ashy Storm-petrel","Hydrobates homochroa",850,"EN",TRUE,"Complete",2008,2010,FALSE,"None",NA,NA,"Achieved",NA,"Yes","Yes",2008,"11 - 50","11 - 50",2008,2018,2018,"Yes",NA,NA,"Storm-petrels","Reinforcement","Social_Attraction","Social Attraction",2008,2010,2,2,NA,13,"Complete",34.04695,-119.72277,"USA","No","Island",FALSE,TRUE,"No","None","Yes","Unknown","Channel Islands National Park;California Institute for Environmental Studies","Legal Mandate","Active Restoration",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Invasive Species","restore seabird nesting habitat, attract seabirds to restored sites, and to remove non-native plants",1,1,"DuVall, A. 2021, Personal Communication; DuVall, A. 2018. Seabird Social Attraction Projects at Channel Islands National Park: Lessons Learned 2008-2017. Pacific Seabird Group Meeting Presentation; McIver, W. 2016. Monitoring and Restoration of Ashy Stom-Petrels at Santa Cruz Island, California, in 2015. ; McIver, W. 2016. Use of social attraction to restore Ashy Storm-Petrels Oceanodromo homochroa at Orizaba Rock, Santa Crus Island, California. Marine Ornithology; McIver, W. 2014. Monitoring and restoration of Ashy Storm-Petrels at Santa Cruz Island, California, in 2012. ; Schubal, S. 2013. Murremaid Music Boxes Database. ; McIver, W. 2011. Monitoring and restoration of Ashy Storm-Petrels at Santa Cruz Island, California, in 2010."
"249",264,142,"Least Tern Huntington Beach State Park Restoration",180,"Huntington Beach State Park","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Unknown",2007,NA,FALSE,"None",NA,NA,"Achieved",NA,"Unknown","Yes",NA,"Unknown","Breeding - Size Unknown",NA,2020,2020,"Unknown",NA,NA,"Gulls & Terns","Unknown","Social_Attraction","Social Attraction",2007,NA,NA,NA,NA,14,"Unknown",33.516918,-79.049295,"USA","No","Mainland",FALSE,FALSE,"Yes","Ongoing","Yes","Ongoing","Huntington Beach State Park;Army Corps of Engineers;USFWS;Friends of Huntington Beach","Species Conservation","Active Restoration",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Human-Wildlife Conflict","provide safe breeding habitat for LETE",1,3,"South Carolina Department of Natural Resources. 2020. South Carolina sees average Least Tern nesting season. ; South Carolina Department of Natural Resources. 2020. Huntington Beach State Park South Carolina. ; Schubal, S. 2019. Social Attraction Tools Database. ; Schubal, S. 2013. Murremaid Music Boxes Database."
"250",273,145,"Least Tern Bird Island Restoration Project",182,"Bird Island, FL","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Complete",1997,NA,FALSE,"None",NA,NA,"Achieved",NA,"No","Yes",1999,"0","0",NA,NA,1997,"No",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",1997,NA,NA,NA,NA,24,"Complete",26.546554,-80.045999,"USA","Yes","Mainland",FALSE,FALSE,"No","None","Yes","None","National Audubon;Audubon Society of the Everglades","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Human-Wildlife Conflict","Habitat Loss","Establish LETE breeding colony in the shallow sandbar",1,2,"Moyroud, R. 2021, Personal Communication; Schubal, S. 2019. Social Attraction Tools Database. ; Schubal, S. 2013. Murremaid Music Boxes Database. ; Audubon Society of the Everglades. 1997. May 1997. Everglade Kite"
"251",359,179,"Hayward Regional Shoreline Tern Island Project",183,"Island #5","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Ongoing",2001,NA,FALSE,"None",NA,NA,"Achieved",NA,"No","Yes",2005,"0","51 - 100",2005,2020,2021,"Yes",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",2001,2021,20,20,NA,20,"Ongoing",37.62974,-122.146057,"USA","Yes","Island",FALSE,FALSE,"Unknown","Unknown","Yes","Ongoing","East Bay Regional Park District;Regional Parks Foundation;USFWS Coastal Program","Species Conservation","Active Restoration",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","Create a LETE colony on the eastern shore of the San Francsico Bay using substrate enhancement and social attractants",1,1,"Riensche, D. 2021, Personal Communication; Schubal, S. 2019. Social Attraction Tools Database. ; Frost, N. 2017. California Least Tern Breeding Survey 2016 Season. California Department of Fish and Wildlife; Frost, N. 2016. California Least Tern Breeding Survey 2015 Season. California Department of Fish and Wildlife; Frost, N. 2015. California Least Tern Breeding Survey 2014 Season. California Department of Fish and Wildlife; Frost, N. 2014. California Least Tern Breeding Survey 2013 Season. California Department of Fish and Wildlife; Frost, N. 2013. California Least Tern Breeding Survey 2012 Season. California Department of Fish and Wildlife; Marschalek, D. 2012. California Least Tern Breeding Survey 2011 Season. California Department of Fish and Game; Marschalek, D. 2011. California Least Tern Breeding Survey 2010 Season. California Department of Fish and Game; Riensche, D. 2011. BREEDING STATUS AND DIET TRENDS OF TWO CALIFORNIA LEAST TERN COLONIES IN THE SAN FRANCISCO BAY. ; Marschalek, D. 2010. California Least Tern Breeding Survey 2009 Season. California Department of Fish and Game; Marschalek, D. 2008. California Least Tern Breeding Survey 2007 Season. California Department of Fish and Game; Marschalek, D. 2007. California Least Tern Breeding Survey 2006 Season. California Department of Fish and Game; Marschalek, D. 2006. California Least Tern Breeding Survey 2005 Season. California Department of Fish and Game"
"252",279,147,"Common Tern Recovery Project",185,"Gramma's Island","US","Charadriiformes","Laridae","Common Tern","Sterna hirundo",664,"LC",TRUE,"Complete",2006,2008,FALSE,"None",NA,NA,"Achieved",NA,"No","Yes",2007,"0","0",2007,2016,2020,"Yes",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",2006,2008,2,2,NA,15,"Complete",44.822671,-73.228425,"USA","No","Island",FALSE,FALSE,"Unknown","Unknown","Yes","Ongoing","Audubon Vermont","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"Problematic Native Species","Human-Wildlife Conflict","Common Terns on Lake Champlain declined from 300-400 pairs (late 1960's) to 50 pairs in 1988. Habitat restoration and threat management implemented across several Lake Champlain nesting sites",1,1,"Otter Creek Audubon Society. 2020. 2020 Status of Rare Vermont Birds. Otter Tracks; Weiss, H. 2019. Popasquash Island’s Final Fledglings. Audubon Vermont; Schubal, S. 2019. Social Attraction Tools Database. ; Otter Creek Audubon Society. 2016. Status of Rare Birds of Vermont Annual Update - 2016. Otter Tracks; Vermont Dept. of Fish & Wildlife. 2015. Appendix A2: Bird SGCN Conservation Reports. Wildlife Action Plan 2015; Schubal, S. 2013. Murremaid Music Boxes Database. ; Green Mountain Audubon Society. 2011. Restoring Endangered Species: Lessons From Puffins and Terns. ; Otter Creek Audubon Society. 2007. 2007 Status of Vermont Endangered Birds. Otter Tracks"
"253",1032,424,"Protecting the Koajisashi, City Bird of Chiba",186,"JFE Chiba Plant","JP","Charadriiformes","Laridae","Little Tern","Sternula albifrons",669,"LC",TRUE,"Complete",2003,NA,FALSE,"None",NA,NA,"Achieved",NA,"Unknown","Unknown",NA,"Unknown","0",NA,NA,2020,"Unknown",NA,NA,"Gulls & Terns","Unknown","Social_Attraction","Social Attraction",2003,NA,NA,NA,NA,18,"Complete",35.576213,140.092209,"JPN","No","Mainland",FALSE,FALSE,"Unknown","Unknown","Yes","Unknown","Chiba City Nature Conservation Measures Office; JFE East Japan Works","Species Conservation","Active Restoration",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Problematic Native Species","Habitat Loss","protect Little Tern colonies in Chiba's Chuo and Mihima wards;  Large colonies of Little Tern observed in 2001 following a 10-year absence; productivity limited by avian predation",1,3,"Chiba City. 2020. About Promotion of Protection of Little Tern in Chiba City; Growth record of little tern in the first year of Reiwa; Growth record of Little Tern in Reiwa 2nd year; Growth record of Little Tern in Reiwa 3rd year. ; JFE Group. 2003. Environmental Report 2003. JFE Group"
"254",745,313,"Caspian Tern Hamilton Harbour Nesting Raft",192,"Hamilton Harbour raft","CA","Charadriiformes","Laridae","Caspian Tern","Hydroprogne caspia",657,"LC",TRUE,"Complete",1993,1994,FALSE,"None",NA,NA,"Achieved",NA,"No","Yes",1993,"0","0",1993,1995,1996,"Yes",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",1993,1994,1,1,NA,28,"Complete",43.281827,-79.790364,"CAN","Yes","Mainland",FALSE,FALSE,"No","None","Yes","Complete","Geomatics International;Canadian Wildlife Service","Species Conservation","Active Restoration",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,"Human-Wildlife Conflict","Habitat Loss","determine feasibility of relocating CATE threatened by development plans",1,1,"Lampman, K. 1996. Caspian Terns Sterna caspia) Breed Successfully on a Nesting Raft. Colonial Waterbirds"
"255",288,155,"New Bay Bridge Cormorant Relocation Project",193,"San Francisco-Oakland Bay Bridge","US","Suliformes","Phalacrocoracidae","Double-crested Cormorant","Nannopterum auritus",906,"LC",TRUE,"Complete",2011,2017,FALSE,"None",NA,NA,"Not Achieved",NA,"No","Yes",2017,"0","101 - 500",2017,2020,2020,"No",NA,NA,"Cormorants","Reintroduction","Social_Attraction","Social Attraction",2011,2017,6,6,NA,10,"Complete",37.819348,-122.349301,"USA","Yes","Mainland",FALSE,FALSE,"No","None","No","None","CalTrans","Legal Mandate","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,"Habitat Loss","Unknown","Provide alternative and novel habitat for Double-crested Cormorants on a New San Francisco-Oakland Bay Bridge to compensate of the loss of the old bridge;Seismic damage after the 1989 earthquake prompted the need for a safer bridge made of cement",1,1,"Rauzon, M. 2020, Personal Communication; Schubal, S. 2019. Social Attraction Tools Database. ; Rauzon, M. 2019. CHANGES IN ABUNDANCE AND DISTRIBUTION OF NESTING DOUBLE-CRESTED CORMORANTS PHALACROCORAX AURITUS IN THE SAN FRANCISCO BAY AREA, 1975–2017. Marine Ornithology; Schubal, S. 2013. Murremaid Music Boxes Database."
"256",289,220,"Chinese Crested Tern Restoration on Mainland China Islands",194,"Tiedun Dao (Jiushan Islands)","CN","Charadriiformes","Laridae","Chinese Crested Tern","Thalasseus bernsteini",529,"CR",TRUE,"Ongoing",2013,NA,FALSE,"None",NA,NA,"Achieved",NA,"No","Yes",2013,"0","1 - 10",2013,2020,2020,"Yes",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",2013,2021,8,8,NA,8,"Ongoing",29.384838,122.215813,"CHN","No","Island",FALSE,FALSE,"Yes","Ongoing","Yes","Ongoing","BirdLife International;Hong Kong Bird Watching Society;Oregon State University; Zhejiang Museum of Natural History;Jiushan Islands NNR","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Human-Wildlife Conflict","Invasive Species","establish a breeding colony of greater crested terns (T. bergii) in the hope that Chinese crested terns would follow",2,1,"Lyons, D. 2020, Personal Communication; Fan, Z. 2020, Personal Communication; Lu, Y. 2020. Restoration of the critically endangered Chinese crested tern using social attraction. Biological Conservation; Qiu, J. 2019. Inside the Race to Save China's Mysterious ‘Bird of Legend’. Audubon Magazine; National Audubon Society. 2014. A Big Comeback for Chinese Crested Terns in the Jiushan Islands, China. Audubon Project Puffin News; Schubal, S. 2013. Murremaid Music Boxes Database."
"257",480,220,"Chinese Crested Tern Restoration on Mainland China Islands",194,"Tiedun Dao (Jiushan Islands)","CN","Charadriiformes","Laridae","Greater Crested Tern","Thalasseus bergii",661,"LC",TRUE,"Ongoing",2013,NA,FALSE,"None",NA,NA,"Achieved",NA,"No","Yes",2013,"0","500 - 1000",2013,2018,2020,"Yes",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",2013,2021,8,8,NA,8,"Ongoing",29.384838,122.215813,"CHN","No","Island",FALSE,FALSE,"Yes","Ongoing","Yes","Ongoing","BirdLife International;Hong Kong Bird Watching Society;Oregon State University; Zhejiang Museum of Natural History;Jiushan Islands NNR","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Human-Wildlife Conflict","Invasive Species","establish a breeding colony of greater crested terns (T. bergii) in the hope that Chinese crested terns would follow",2,1,"Lyons, D. 2020, Personal Communication; Fan, Z. 2020, Personal Communication; Lu, Y. 2020. Restoration of the critically endangered Chinese crested tern using social attraction. Biological Conservation"
"258",290,156,"Least Tern Stewart B. McKinney NWR Restoration",195,"Stewart B. McKinney National Wildlife Refuge","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Complete",2013,2017,FALSE,"None",NA,NA,"Achieved",NA,"No","Yes",2013,"0","0",2013,2013,2021,"Unknown",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",2013,2017,4,4,NA,8,"Complete",41.192012,-73.000426,"USA","No","Mainland",FALSE,FALSE,"No","None","Yes","Ongoing","USFWS","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","attract LETE to nest using social attraction",1,1,"Vagos, K. 2021, Personal Communication; Schubal, S. 2019. Social Attraction Tools Database. ; U.S. Fish and Wildlife Service. 2015. Field Notes Entry - Stewart B. McKinney National Wildlife Refuge Hosts the Largest Tern Colonies in Connecticut for the 2015 Breeding Season. ; Schubal, S. 2013. Murremaid Music Boxes Database."
"259",292,158,"Least Tern Rhode Island Restoration",197,"Quonochontaug Beach","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Unknown",2012,NA,FALSE,"None",NA,NA,"Achieved",NA,"Yes","No",NA,"Breeding - Size Unknown","0",NA,NA,2012,"No",NA,NA,"Gulls & Terns","Reinforcement","Social_Attraction","Social Attraction",2012,NA,NA,NA,NA,9,"Unknown",41.332147,-71.720511,"USA","No","Mainland",FALSE,FALSE,"Unknown","Unknown","Yes","Ongoing","USFWS","Species Conservation","Active Restoration",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,"Problematic Native Species","Unknown","attract LETE to nest inside electric fence",1,2,"King, E. 2021, Personal Communication; Schubal, S. 2019. Social Attraction Tools Database. ; Schubal, S. 2013. Murremaid Music Boxes Database."
